data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,nuovi_tamponi,positivi/tamponi
2021-05-30 17:00:00,ITA,6591,1061,7652,230644,238296,-3670,2949,3851661,126046,,,4216003,66085278,28083522.0,,27.0,,,4066958.0,149045.0,49219780.0,16865498.0,164495,0.01792759658348278
2021-05-31 17:00:00,ITA,6482,1033,7515,226159,233674,-4622,1820,3858019,126128,,,4217821,66172255,28113732.0,,38.0,,,4068728.0,149093.0,49269468.0,16902787.0,86977,0.020925072145509732
2021-06-01 17:00:00,ITA,6192,989,7181,218570,225751,-7923,2483,3868332,126221,,,4220304,66394073,28176202.0,,41.0,,,4071006.0,149298.0,49375245.0,17018828.0,221818,0.011193861634312815
2021-06-02 17:00:00,ITA,5858,933,6791,203259,210050,-15701,2897,3886867,126283,,,4223200,66620345,28242102.0,,33.0,,,4073711.0,149489.0,49495271.0,17125074.0,226272,0.012803174939895348
2021-06-03 17:00:00,ITA,5717,892,6609,198953,205562,-4488,1968,3893259,126342,,,4225163,66717978,28277767.0,,24.0,,,4075619.0,149544.0,49557296.0,17160682.0,97633,0.02015711900689316
2021-06-04 17:00:00,ITA,5488,836,6324,193868,200192,-5370,2557,3901112,126415,,,4227719,66938917,28338795.0,,22.0,,,4077954.0,149765.0,49661208.0,17277709.0,220939,0.011573330195212252
2021-06-05 17:00:00,ITA,5193,788,5981,189388,195369,-4823,2436,3908312,126472,,,4230153,67177549,28406266.0,,20.0,,,4080238.0,149915.0,49774399.0,17403150.0,238632,0.010208186663984712
2021-06-06 17:00:00,ITA,4963,774,5737,186535,192272,-3097,2275,3913633,126523,,,4232428,67327507,28461571.0,,20.0,,,4082442.0,149986.0,49862425.0,17465082.0,149958,0.015170914522733031
2021-06-07 17:00:00,ITA,4910,759,5669,182784,188453,-3819,1273,3918657,126588,,,4233698,67412074,28488295.0,,25.0,,,4083672.0,150026.0,49912181.0,17499893.0,84567,0.015053153121193846
2021-06-08 17:00:00,ITA,4685,688,5373,176353,181726,-6727,1896,3927176,126690,,,4235592,67632991,28548684.0,,17.0,,,4085408.0,150184.0,50013870.0,17619121.0,220917,0.008582408777957332
2021-06-09 17:00:00,ITA,4382,661,5043,169892,174935,-6791,2199,3936088,126767,,,4237790,67851729,28610221.0,,24.0,,,4087520.0,150270.0,50136828.0,17714901.0,218738,0.010053122914171292
2021-06-10 17:00:00,ITA,4153,626,4779,164530,169309,-5626,2079,3943704,126855,,,4239868,68039849,28667166.0,,30.0,,,4089483.0,150385.0,50244071.0,17795778.0,188120,0.011051456517116734
2021-06-11 17:00:00,ITA,3876,597,4473,160766,165239,-4070,1901,3949597,126924,,,4241760,68257459,28722085.0,,21.0,,,4091256.0,150504.0,50341628.0,17915831.0,217610,0.008735811773356004
2021-06-12 17:00:00,ITA,3655,574,4229,158180,162409,-2830,1723,3954097,126976,,,4243482,68470425,28776813.0,,25.0,,,4092990.0,150492.0,50436753.0,18033672.0,212966,0.008090493318182245
2021-06-13 17:00:00,ITA,3542,565,4107,156206,160313,-2096,1390,3957557,127002,,,4244872,68604561,28817395.0,,20.0,,,4094276.0,150596.0,50510527.0,18094034.0,134136,0.010362617045386772
2021-06-14 17:00:00,ITA,3465,536,4001,153789,157790,-2523,907,3960951,127038,,,4245779,68683489,28841384.0,,11.0,,,4095163.0,150616.0,50555019.0,18128470.0,78928,0.011491485911210218
2021-06-15 17:00:00,ITA,3333,504,3837,102069,105906,-51884,1255,4014025,127101,,,4247032,68896197,28896891.0,,26.0,,,4096343.0,150689.0,50656352.0,18239845.0,212708,0.0059001071891983375
2021-06-16 17:00:00,ITA,3064,471,3535,98320,101855,-4051,1400,4019424,127153,,,4248432,69099370,28945563.0,,9.0,,,4097711.0,150721.0,50764084.0,18335286.0,203173,0.006890679371766918
2021-06-17 17:00:00,ITA,2888,444,3332,95276,98608,-3247,1325,4023957,127190,,,4249755,69299685,28995279.0,,15.0,,,4098983.0,150772.0,50864061.0,18435624.0,200315,0.0066145820332975565
2021-06-18 17:00:00,ITA,2680,416,3096,88976,92072,-6536,1147,4031605,127225,,,4250902,69515711,29044741.0,,11.0,,,4100092.0,150810.0,50952072.0,18563639.0,216026,0.005309546073157861
2021-06-19 17:00:00,ITA,2504,394,2898,86252,89150,-2922,1197,4035692,127253,,,4252095,69765699,29100240.0,,10.0,,,4101228.0,150867.0,51042709.0,18722990.0,249988,0.004788229835032081
2021-06-20 17:00:00,ITA,2444,389,2833,84877,87710,-1440,881,4037996,127270,,,4252976,69916221,29139717.0,,12.0,,,4102088.0,150888.0,51109726.0,18806495.0,150522,0.005852965015080852
2021-06-21 17:00:00,ITA,2390,385,2775,74078,76853,-10857,495,4049316,127291,,,4253460,69997973,29161438.0,,9.0,,,4102545.0,150915.0,51149035.0,18848938.0,81752,0.006054897739504844
2021-06-22 17:00:00,ITA,2289,362,2651,70313,72964,-3889,835,4054008,127322,,,4254294,70190855,29210013.0,,10.0,,,4103332.0,150962.0,51242092.0,18948763.0,192882,0.004329071660393401
2021-06-23 17:00:00,ITA,2140,344,2484,66135,68619,-4345,951,4059463,127334,,,4255434,70388886,29259826.0,,4.0,,,4104433.0,151001.0,51346290.0,19042596.0,198031,0.004802278431154718
2021-06-24 17:00:00,ITA,2027,328,2355,59954,62309,-6310,927,4066029,127362,,,4255700,70577077,29271255.0,,12.0,,,4104995.0,150705.0,51428966.0,19148111.0,188191,0.004925846613281187
2021-06-25 17:00:00,ITA,1899,306,2205,58030,60235,-2074,753,4068798,127418,,,4256451,70769618,29313666.0,,8.0,,,4105701.0,150750.0,51505508.0,19264110.0,192541,0.003910855350289029
2021-06-26 17:00:00,ITA,1771,298,2069,55663,57732,-2503,838,4072099,127458,,,4257289,70994111,29367696.0,,9.0,,,4106499.0,150790.0,51585935.0,19408176.0,224493,0.003732855812876125
2021-06-27 17:00:00,ITA,1743,294,2037,55125,57162,-570,782,4073435,127472,,,4258069,71131694,29405776.0,,10.0,,,4107243.0,150826.0,51647749.0,19483945.0,137583,0.005683841753705036
2021-06-28 17:00:00,ITA,1723,289,2012,52670,54682,-2480,389,4076274,127500,,,4258456,71207555,29428012.0,,5.0,,,4107618.0,150838.0,51686201.0,19521354.0,75861,0.005127799528084259
2021-06-29 17:00:00,ITA,1676,270,1946,50878,52824,-1858,679,4078767,127542,,,4259133,71398190,29473226.0,,9.0,,,4108244.0,150889.0,51772454.0,19625736.0,190635,0.003561780365620164
2021-06-30 17:00:00,ITA,1593,247,1840,48601,50441,-2383,776,4081902,127566,,,4259909,71583206,29517174.0,,4.0,,,4108966.0,150943.0,51864808.0,19718398.0,185016,0.00419423185021836
2021-07-01 17:00:00,ITA,1532,229,1761,47597,49358,-1083,882,4083843,127587,,,4260788,71771680,29563394.0,,7.0,,,4109793.0,150995.0,51953621.0,19818059.0,188474,0.004679690567399217
2021-07-02 17:00:00,ITA,1469,213,1682,46097,47779,-1579,794,4086188,127615,,,4261582,71970918,29609709.0,,3.0,,,4110555.0,151027.0,52036180.0,19934738.0,199238,0.00398518354932292
2021-07-03 17:00:00,ITA,1394,204,1598,43978,45576,-2203,932,4089298,127637,,,4262511,72199045,29666383.0,,2.0,,,4111443.0,151068.0,52121065.0,20077980.0,228127,0.004085443634466767
2021-07-04 17:00:00,ITA,1364,197,1561,43103,44664,-912,808,4091004,127649,,,4263317,72340685,29708383.0,,7.0,,,4112192.0,151125.0,52185355.0,20155330.0,141640,0.00570460321942954
2021-07-05 17:00:00,ITA,1337,191,1528,42003,43531,-1133,480,4092586,127680,,,4263797,72415334,29730813.0,,2.0,,,4112667.0,151130.0,52219735.0,20195599.0,74649,0.006430092834465297
2021-07-06 17:00:00,ITA,1271,187,1458,41121,42579,-952,907,4094421,127704,,,4264704,72607758,29777195.0,,11.0,,,4113450.0,151254.0,52306087.0,20301671.0,192424,0.004713549245416372
2021-07-07 17:00:00,ITA,1234,180,1414,40426,41840,-739,1010,4096156,127718,,,4265714,72785735,29818970.0,,8.0,,,4114440.0,151274.0,52395134.0,20390601.0,177977,0.005674890575748551
2021-07-08 17:00:00,ITA,1197,180,1377,40092,41469,-371,1394,4097905,127731,,,4267105,72960587,29863554.0,,8.0,,,4115727.0,151378.0,52481505.0,20479082.0,174852,0.007972456706242994
2021-07-09 17:00:00,ITA,1167,169,1336,40060,41396,-73,1390,4099339,127756,,,4268491,73157509,29912681.0,,8.0,,,4117016.0,151475.0,52563607.0,20593902.0,196922,0.0070586323518956745
2021-07-10 17:00:00,ITA,1147,161,1308,39707,41015,-381,1400,4101102,127768,,,4269885,73365928,29960650.0,,6.0,,,4118325.0,151560.0,52642946.0,20722982.0,208419,0.006717237871787121
2021-07-11 17:00:00,ITA,1134,161,1295,39786,41081,66,1391,4102420,127775,,,4271276,73509260,29999917.0,,6.0,,,4119601.0,151675.0,52708153.0,20801107.0,143332,0.009704741439455251
2021-07-12 17:00:00,ITA,1149,158,1307,39119,40426,-655,888,4103949,127788,,,4272163,73582831,30022409.0,,4.0,,,4120462.0,151701.0,52745243.0,20837588.0,73571,0.01206997322314499
2021-07-13 17:00:00,ITA,1128,157,1285,39364,40649,223,1534,4105236,127808,,,4273693,73775374,30067064.0,,7.0,,,4121797.0,151896.0,52831764.0,20943610.0,192543,0.00796705151576531
2021-07-14 17:00:00,ITA,1108,151,1259,40441,41700,1051,2153,4106315,127831,,,4275846,73985973,30116643.0,,7.0,,,4123761.0,152085.0,52933366.0,21052607.0,210599,0.010223220433145457
2021-07-15 17:00:00,ITA,1089,153,1242,39658,40900,-800,2455,4109579,127840,,,4278319,74176895,30161134.0,,11.0,,,4126031.0,152288.0,53025450.0,21151445.0,190922,0.012858654319565057
2021-07-16 17:00:00,ITA,1088,161,1249,41465,42714,1814,2898,4110649,127851,,,4281214,74382497,30208376.0,,13.0,,,4128671.0,152543.0,53116943.0,21265554.0,205602,0.014095193626521143
2021-07-17 17:00:00,ITA,1111,162,1273,42218,43491,777,3121,4112977,127864,,,4284332,74627294,30262747.0,,9.0,,,4131585.0,152747.0,53205793.0,21421501.0,244797,0.012749339248438503
2021-07-18 17:00:00,ITA,1136,156,1292,44821,46113,2622,3127,4113478,127867,,,4287458,74792563,30307547.0,,3.0,,,4134553.0,152905.0,53280157.0,21512406.0,165269,0.01892066872795261
2021-07-19 17:00:00,ITA,1188,162,1350,46175,47525,1412,2072,4114129,127874,,,4289528,74881652,30333358.0,,16.0,,,4136595.0,152933.0,53327382.0,21554270.0,89089,0.023257641235169324
2021-07-20 17:00:00,ITA,1194,165,1359,47951,49310,1785,3558,4115889,127884,,,4293083,75100357,30384547.0,,11.0,,,4139605.0,153478.0,53421858.0,21678499.0,218705,0.01626848951784367
2021-07-21 17:00:00,ITA,1196,158,1354,49954,51308,1998,4259,4118124,127905,,,4297337,75335454,30435355.0,,9.0,,,4143579.0,153758.0,53537923.0,21797531.0,235097,0.01811592661752383
2021-07-22 17:00:00,ITA,1234,158,1392,53474,54866,3558,5057,4119607,127920,,,4302393,75555232,30492144.0,,12.0,,,4148170.0,154223.0,53639886.0,21915346.0,219778,0.02300958239678221
2021-07-23 17:00:00,ITA,1304,155,1459,57293,58752,3886,5143,4120846,127937,,,4307535,75792867,30546191.0,,10.0,,,4153065.0,154470.0,53739841.0,22053026.0,237635,0.021642434826519664
2021-07-24 17:00:00,ITA,1340,172,1512,61011,62523,3771,5140,4122208,127942,,,4312673,76051796,30606618.0,,21.0,,,4157876.0,154797.0,53838808.0,22212988.0,258929,0.019851001625928344
2021-07-25 17:00:00,ITA,1392,178,1570,64687,66257,3734,4743,4123209,127949,,,4317415,76228449,30656190.0,,16.0,,,4162381.0,155034.0,53914872.0,22313577.0,176653,0.026849246828528246
2021-07-26 17:00:00,ITA,1512,182,1694,66542,68236,1979,3117,4124323,127971,,,4320530,76316696,30680764.0,,11.0,,,4165378.0,155152.0,53963263.0,22353433.0,88247,0.03532131403900416
2021-07-27 17:00:00,ITA,1611,189,1800,68510,70310,2074,4522,4126741,127995,,,4325046,76558586,30735682.0,,16.0,,,4169397.0,155649.0,54064580.0,22494006.0,241890,0.018694447889536565
2021-07-28 17:00:00,ITA,1685,183,1868,72293,74161,3851,5696,4128568,128010,,,4330739,76807058,30794194.0,,9.0,,,4175065.0,155674.0,54187112.0,22619946.0,248472,0.022924112173605075
2021-07-29 17:00:00,ITA,1730,194,1924,76560,78484,4323,6171,4130393,128029,,,4336906,77031848,30853645.0,,20.0,,,4180880.0,156026.0,54294154.0,22737694.0,224790,0.02745228880288269
2021-07-30 17:00:00,ITA,1812,201,2013,80949,82962,4478,6619,4132510,128047,,,4343519,77279334,30909526.0,,20.0,,,4186881.0,156638.0,54404275.0,22875059.0,247486,0.0267449471889319
2021-07-31 17:00:00,ITA,1851,214,2065,85220,87285,4323,6513,4134680,128063,,,4350028,77544194,30971078.0,,25.0,,,4193029.0,156999.0,54497272.0,23046922.0,264860,0.024590349618666466
2021-08-01 17:00:00,ITA,1954,230,2184,89166,91350,4065,5321,4135930,128065,,,4355348,77711955,31019713.0,,22.0,,,4198138.0,157210.0,54569773.0,23142182.0,167761,0.031717741310554895
2021-08-02 17:00:00,ITA,2070,249,2319,90698,93017,1667,3190,4137428,128088,,,4358533,77795178,31042444.0,,25.0,,,4201223.0,157310.0,54612288.0,23182890.0,83223,0.03833074991288466
2021-08-03 17:00:00,ITA,2196,258,2454,91762,94216,1199,4845,4141043,128115,,,4363374,78004897,31092939.0,,26.0,,,4205645.0,157729.0,54704552.0,23300345.0,209719,0.023102341704852685
2021-08-04 17:00:00,ITA,2309,260,2569,94651,97220,3004,6596,4144608,128136,,,4369964,78220645,31146880.0,,14.0,,,4211887.0,158077.0,54812163.0,23408482.0,215748,0.03057270519309565
2021-08-05 17:00:00,ITA,2409,268,2677,98369,101046,3826,7230,4147979,128163,,,4377188,78432872,31199139.0,,25.0,,,4218803.0,158385.0,54910966.0,23521906.0,212227,0.034067295867161104
2021-08-06 17:00:00,ITA,2449,277,2726,101959,104685,3639,6599,4150915,128187,,,4383787,78677529,31256084.0,,32.0,,,4225227.0,158560.0,55012203.0,23665326.0,244657,0.026972455314992008
2021-08-07 17:00:00,ITA,2533,288,2821,105714,108535,3850,6902,4153940,128209,,,4390684,78971392,31327315.0,,29.0,,,4231853.0,158831.0,55108789.0,23862603.0,293863,0.023487135161622933
2021-08-08 17:00:00,ITA,2631,299,2930,109336,112266,3731,5735,4155931,128220,,,4396417,79174903,31385026.0,,24.0,,,4237325.0,159092.0,55182257.0,23992646.0,203511,0.028180294922633176
2021-08-09 17:00:00,ITA,2786,323,3109,111746,114855,2589,4200,4157520,128242,,,4400617,79277767,31411098.0,,39.0,,,4241413.0,159204.0,55225285.0,24052482.0,102864,0.0408306112925805
2021-08-10 17:00:00,ITA,2880,322,3202,113121,116323,1468,5636,4161645,128273,,,4406241,79519533,31467678.0,,26.0,,,4246602.0,159639.0,55314248.0,24205285.0,241766,0.0233117973577757
2021-08-11 17:00:00,ITA,2948,337,3285,115476,118761,2438,6968,4166095,128304,,,4413162,79749572,31523180.0,,40.0,,,4253264.0,159898.0,55419637.0,24329935.0,230039,0.030290515955990072
2021-08-12 17:00:00,ITA,2975,352,3327,117958,121285,2524,7270,4170810,128334,,,4420429,79966541,31576587.0,,37.0,,,4260336.0,160093.0,55513139.0,24453402.0,216969,0.033507090874733254
2021-08-13 17:00:00,ITA,3033,369,3402,120848,124250,2965,7409,4175198,128379,,,4427827,80192027,31631342.0,,35.0,,,4267344.0,160483.0,55608773.0,24583254.0,225486,0.0328579157907808
2021-08-14 17:00:00,ITA,3101,372,3473,122993,126466,2216,7188,4180129,128413,,,4435008,80446033,31691084.0,,37.0,,,4274315.0,160693.0,55698982.0,24747051.0,254006,0.028298544128878847
2021-08-15 17:00:00,ITA,3162,384,3546,124982,128528,2062,5664,4183709,128432,,,4440669,80606903,31732915.0,,29.0,,,4279835.0,160834.0,55763772.0,24843131.0,160870,0.03520855349039597
2021-08-16 17:00:00,ITA,3334,404,3738,124958,128696,168,3674,4187186,128456,,,4444338,80680924,31753974.0,,32.0,,,4283503.0,160835.0,55801186.0,24879738.0,74021,0.04963456316450737
2021-08-17 17:00:00,ITA,3472,423,3895,125221,129116,420,5273,4191980,128510,,,4449606,80918997,31805240.0,,49.0,,,4288619.0,160987.0,55887829.0,25031168.0,238073,0.02214866868565524
2021-08-18 17:00:00,ITA,3559,442,4001,124781,128782,-334,7162,4199404,128579,,,4456765,81145420,31861792.0,,50.0,,,4295456.0,161309.0,55987914.0,25157506.0,226423,0.031631062215410975
2021-08-19 17:00:00,ITA,3627,460,4087,126415,130502,1720,7260,4204869,128634,,,4464005,81351951,31914369.0,,40.0,,,4302436.0,161569.0,56076867.0,25275084.0,206531,0.03515210791600292
2021-08-20 17:00:00,ITA,3692,455,4147,127315,131462,960,7224,4211080,128683,,,4471225,81572607,31964840.0,,26.0,,,4309435.0,161790.0,56162599.0,25410008.0,220656,0.03273874265825538
2021-08-21 17:00:00,ITA,3733,466,4199,129222,133421,1959,7470,4216542,128728,,,4478691,81827825,32024485.0,,40.0,,,4316649.0,162042.0,56252852.0,25574973.0,255218,0.029269095439976803
2021-08-22 17:00:00,ITA,3767,472,4239,130699,134938,1517,5923,4220924,128751,,,4484613,82003364,32072928.0,,33.0,,,4322377.0,162236.0,56322084.0,25681280.0,175539,0.0337417895738269
2021-08-23 17:00:00,ITA,3928,485,4413,131142,135555,617,4168,4224429,128795,,,4488779,82104705,32098419.0,,45.0,,,4326430.0,162349.0,56364064.0,25740641.0,101341,0.04112846725412222
2021-08-24 17:00:00,ITA,4036,504,4540,130785,135325,-230,6076,4230677,128855,,,4494857,82370951,32155807.0,,46.0,,,4332200.0,162657.0,56461924.0,25909027.0,266246,0.022821000127701448
2021-08-25 17:00:00,ITA,4023,499,4522,131202,135724,399,7548,4237758,128914,,,4502396,82615371,32214570.0,,34.0,,,4339465.0,162931.0,56574161.0,26041210.0,244420,0.030881269945176336
2021-08-26 17:00:00,ITA,4059,503,4562,132495,137057,1333,7221,4243597,128957,,,4509611,82836243,32268573.0,,38.0,,,4346619.0,162992.0,56670393.0,26165850.0,220872,0.03269314354014995
2021-08-27 17:00:00,ITA,4114,511,4625,133493,138118,1061,7826,4250314,129002,,,4517434,83101723,32326275.0,,42.0,,,4354207.0,163227.0,56770912.0,26330811.0,265480,0.029478680126563208
2021-08-28 17:00:00,ITA,4111,511,4622,134806,139428,1310,6860,4255808,129056,,,4524292,83395187,32388723.0,,42.0,,,4360590.0,163702.0,56866439.0,26528748.0,293464,0.02337595071286427
2021-08-29 17:00:00,ITA,4133,525,4658,136389,141047,1619,5959,4260106,129093,,,4530246,83618273,32444844.0,,44.0,,,4366367.0,163879.0,56947693.0,26670580.0,223086,0.0267116717319778
2021-08-30 17:00:00,ITA,4264,548,4812,136581,141393,346,4257,4263960,129146,,,4534499,83728076,32474220.0,,50.0,,,4370535.0,163964.0,56997959.0,26730117.0,109803,0.03876943252916587
2021-08-31 17:00:00,ITA,4252,544,4796,133129,137925,-3468,5498,4272845,129221,,,4539991,84035719,32537606.0,,49.0,,,4375509.0,164482.0,57111626.0,26924093.0,307643,0.017871363886062742
2021-09-01 17:00:00,ITA,4231,540,4771,131807,136578,-1347,6503,4280619,129290,,,4546487,84339436,32605657.0,,40.0,,,4381723.0,164764.0,57232920.0,27106516.0,303717,0.021411379672524093
2021-09-02 17:00:00,ITA,4205,555,4760,132138,136898,320,6761,4286991,129352,,,4553241,84632503,32673083.0,,49.0,,,4388042.0,165199.0,57350136.0,27282367.0,293067,0.023069809975193385
2021-09-03 17:00:00,ITA,4164,556,4720,132305,137025,127,6735,4293535,129410,,,4559970,84928897,32736593.0,,42.0,,,4394591.0,165379.0,57475534.0,27453363.0,296394,0.022723132047207432
2021-09-04 17:00:00,ITA,4204,569,4773,132266,137039,14,6157,4299621,129466,,,4566126,85260247,32807288.0,,53.0,,,4400397.0,165729.0,57568980.0,27691267.0,331350,0.01858156028368794
2021-09-05 17:00:00,ITA,4216,572,4788,131914,136702,-337,5315,4305223,129515,,,4571440,85520003,32868817.0,,37.0,,,4405560.0,165880.0,57647826.0,27872177.0,259756,0.020461510032492032
2021-09-06 17:00:00,ITA,4302,570,4872,131148,136020,-682,3361,4309200,129567,,,4574787,85654396,32897713.0,,32.0,,,4408937.0,165850.0,57696131.0,27958265.0,134393,0.02500874301488917
2021-09-07 17:00:00,ITA,4307,563,4870,128917,133787,-2233,4720,4316077,129638,,,4579502,85973261,32963747.0,,40.0,,,4413189.0,166313.0,57802636.0,28170625.0,318865,0.014802502626503379
2021-09-08 17:00:00,ITA,4235,564,4799,126782,131581,-2206,5923,4324135,129707,,,4585423,86275241,33029381.0,,38.0,,,4418912.0,166511.0,57934218.0,28341023.0,301980,0.019613881714020797
2021-09-09 17:00:00,ITA,4230,558,4788,125130,129918,-1663,5522,4331257,129766,,,4590941,86566709,33089916.0,,38.0,,,4424247.0,166694.0,58047899.0,28518810.0,291468,0.01894547600422688
2021-09-10 17:00:00,ITA,4164,548,4712,123777,128489,-1429,5621,4338241,129828,,,4596558,86852737,33147401.0,,37.0,,,4429624.0,166934.0,58154366.0,28698371.0,286028,0.019651922189436
2021-09-11 17:00:00,ITA,4117,547,4664,122962,127626,-863,5193,4344238,129885,,,4601749,87186478,33214819.0,,40.0,,,4434566.0,167183.0,58258247.0,28928231.0,333741,0.015559970156498602
2021-09-12 17:00:00,ITA,4113,559,4672,122662,127334,-292,4664,4349160,129919,,,4606413,87453836,33273371.0,,36.0,,,4439082.0,167331.0,58348470.0,29105366.0,267358,0.017444774422310162
2021-09-13 17:00:00,ITA,4200,563,4763,121141,125904,-1430,2800,4353346,129955,,,4609205,87573881,33300869.0,,35.0,,,4441836.0,167369.0,58398719.0,29175162.0,120045,0.023324586613353324
2021-09-14 17:00:00,ITA,4165,554,4719,117621,122340,-3564,4021,4360847,130027,,,4613214,87892474,33365842.0,,29.0,,,4445492.0,167722.0,58507212.0,29385262.0,318593,0.012621118480318149
2021-09-15 17:00:00,ITA,4128,540,4668,113819,118487,-3853,4830,4369453,130100,,,4618040,88210140,33423482.0,,32.0,,,4450037.0,168003.0,58633294.0,29576846.0,317666,0.015204648907972525
2021-09-16 17:00:00,ITA,4018,531,4549,111793,116342,-2145,5117,4376646,130167,,,4623155,88516407,33481704.0,,30.0,,,4454844.0,168311.0,58745788.0,29770619.0,306267,0.016707643983844164
2021-09-17 17:00:00,ITA,3989,525,4514,109757,114271,-2071,4552,4383195,130233,,,4627699,88800986,33536784.0,,34.0,,,4459202.0,168497.0,58845032.0,29955954.0,284579,0.01599555835110813
2021-09-18 17:00:00,ITA,3958,519,4477,108563,113040,-1231,4578,4388951,130284,,,4632275,89156919,33604895.0,,31.0,,,4463482.0,168793.0,58960530.0,30196389.0,355933,0.012861971213683474
2021-09-19 17:00:00,ITA,3929,530,4459,109077,113536,496,3838,4392265,130310,,,4636111,89420490,33659395.0,,40.0,,,4467105.0,169006.0,59041923.0,30378567.0,263571,0.014561541292479066
2021-09-20 17:00:00,ITA,3982,523,4505,108009,112514,-1022,2407,4395648,130354,,,4638516,89542931,33686794.0,,21.0,,,4469422.0,169094.0,59091430.0,30451501.0,122441,0.019658447742177867
2021-09-21 17:00:00,ITA,3937,516,4453,105060,109513,-3001,3377,4401956,130421,,,4641890,89873206,33746053.0,,38.0,,,4472447.0,169443.0,59203516.0,30669690.0,330275,0.0102248126561199
2021-09-22 17:00:00,ITA,3796,513,4309,102250,106559,-2954,3970,4408806,130488,,,4645853,90166078,33802623.0,,40.0,,,4476186.0,169667.0,59327279.0,30838799.0,292872,0.013555409871889426
2021-09-23 17:00:00,ITA,3650,505,4155,100928,105083,-1476,4061,4414272,130551,,,4649906,90477853,33860806.0,,30.0,,,4479995.0,169911.0,59440447.0,31037406.0,311775,0.013025418972015075
2021-09-24 17:00:00,ITA,3553,489,4042,99514,103556,-1527,3797,4419537,130603,,,4653696,90765140,33916870.0,,35.0,,,4483531.0,170165.0,59546939.0,31218201.0,287287,0.013216748408386039
2021-09-25 17:00:00,ITA,3497,481,3978,98596,102574,-982,3525,4423988,130653,,,4657215,91122631,33983005.0,,26.0,,,4486819.0,170396.0,59652090.0,31470541.0,357491,0.009860388093686275
2021-09-26 17:00:00,ITA,3435,483,3918,98326,102244,-330,3099,4427373,130697,,,4660314,91398852,34041736.0,,22.0,,,4489787.0,170527.0,59739534.0,31659318.0,276221,0.011219277317799878
2021-09-27 17:00:00,ITA,3487,488,3975,97105,101080,-1164,1772,4430265,130742,,,4662087,91522929,34067918.0,,29.0,,,4491477.0,170610.0,59787712.0,31735217.0,124077,0.014281454258242865
2021-09-28 17:00:00,ITA,3418,459,3877,94995,98872,-2208,2985,4435370,130807,,,4665049,91861354,34132266.0,,19.0,,,4494108.0,170941.0,59905325.0,31956029.0,338425,0.008820270370096773
2021-09-29 17:00:00,ITA,3317,450,3767,92212,95979,-2893,3212,4441412,130870,,,4668261,92156806,34191218.0,,23.0,,,4497094.0,171167.0,60028656.0,32128150.0,295452,0.010871478277351312
2021-09-30 17:00:00,ITA,3198,440,3638,90670,94308,-1671,3804,4447126,130921,,,4672355,92465642,34253561.0,,26.0,,,4500976.0,171379.0,60150908.0,32314734.0,308836,0.01231721690476499
2021-10-01 17:00:00,ITA,3118,429,3547,90105,93652,-656,3405,4451133,130973,,,4675758,92759111,34310886.0,,20.0,,,4504170.0,171588.0,60259807.0,32499304.0,293469,0.011602588348343436
2021-10-02 17:00:00,ITA,3057,432,3489,89260,92749,-903,3312,4455320,130998,,,4679067,93115007,34378233.0,,27.0,,,4507291.0,171776.0,60372560.0,32742447.0,355896,0.009306089419380943
2021-10-03 17:00:00,ITA,2991,431,3422,89545,92967,218,2968,4458036,131031,,,4682034,93400967,34432558.0,,21.0,,,4510102.0,171932.0,60459617.0,32941350.0,285960,0.010379073996363128
2021-10-04 17:00:00,ITA,3032,437,3469,88627,92096,-871,1612,4460482,131068,,,4683646,93523181,34458627.0,,22.0,,,4511622.0,172024.0,60510390.0,33012791.0,122214,0.013189978234899438
2021-10-05 17:00:00,ITA,2968,433,3401,86898,90299,-1797,2466,4464692,131118,,,4686109,93845463,34515695.0,,18.0,,,4513785.0,172324.0,60615507.0,33229956.0,322282,0.007651683928981451
2021-10-06 17:00:00,ITA,2872,415,3287,84960,88247,-2052,3235,4469937,131157,,,4689341,94147236,34573023.0,,24.0,,,4516730.0,172611.0,60748686.0,33398550.0,301773,0.01071997826180606
2021-10-07 17:00:00,ITA,2824,403,3227,83946,87173,-1074,2938,4473903,131198,,,4692274,94444592,34626978.0,,24.0,,,4519532.0,172742.0,60863483.0,33581109.0,297356,0.009880412703964272
2021-10-08 17:00:00,ITA,2742,383,3125,82801,85926,-1247,3023,4478137,131228,,,4695291,94716158,34679503.0,,17.0,,,4522420.0,172871.0,60971361.0,33744797.0,271566,0.011131732249250643
2021-10-09 17:00:00,ITA,2692,367,3059,82243,85302,-624,2748,4481462,131274,,,4698038,95061127,34739517.0,,16.0,,,4524928.0,173110.0,61075375.0,33985752.0,344969,0.007965933170806652
2021-10-10 17:00:00,ITA,2651,364,3015,81793,84808,-494,2278,4484207,131301,,,4700316,95331171,34789334.0,,13.0,,,4527045.0,173271.0,61154936.0,34176235.0,270044,0.008435662336508125
